# name, ra dec R:0-1 G:0-1 B:0-1 alpha size band jd count 
32_0 68.66606486583396 18.092541218195457 1 0 1 1 30 R 2458493.56697859 53394.7660449965
32_1 68.63082244613464 18.21724705155465 1 0 1 1 30 R 2458493.56697859 87325.86200112541
32_2 68.6113584135498 18.01766673370546 1 0 1 1 30 R 2458493.56697859 101624.62156405603
32_3 68.61210973481569 18.265199465904207 1 0 1 1 30 R 2458493.56697859 118369.6601248694
32_4 68.58776050941943 18.313389186558847 1 0 1 1 30 R 2458493.56697859 190462.48052023113
32_5 68.55785375547171 18.35936241819559 1 0 1 1 30 R 2458493.56697859 106687.17422360058
32_6 68.51037006602517 18.402259632320224 1 0 1 1 30 R 2458493.56697859 252773.0390183942
32_7 68.47583045223563 18.03323248420573 1 0 1 1 30 R 2458493.56697859 127572.33346155068
32_11 68.37741485547846 18.352582038586718 1 0 1 1 30 R 2458493.56697859 185989.66783149392
32_14 68.34405857416183 18.02147135320984 1 0 1 1 30 R 2458493.56697859 81398.72456856447
32_15 68.33063804454264 18.180559027610354 1 0 1 1 30 R 2458493.56697859 95061.02020133444
32_16 68.32918224307339 18.096636643481887 1 0 1 1 30 R 2458493.56697859 311056.4199998393
32_17 68.32965254114664 18.188818731676136 1 0 1 1 30 R 2458493.56697859 307151.85595620156
32_18 68.32878006595779 18.34785619146155 1 0 1 1 30 R 2458493.56697859 263873.5614345262
32_22 68.29014436732763 18.02948144220238 1 0 1 1 30 R 2458493.56697859 124132.37008242065
32_23 68.22975987675478 18.119676388339517 1 0 1 1 30 R 2458493.56697859 187677.4393497071
32_24 68.2262408595095 18.088219177438177 1 0 1 1 30 R 2458493.56697859 210543.0706108011
33_61 68.25514052313243 18.330025922734517 1 0 1 1 30 R 2458491.56563715 103784.31351215998
33_62 68.25442553821958 18.330442509213317 1 0 1 1 30 R 2458491.56563715 103784.31351215998
36_2 68.28007048149671 17.99438404645484 1 0 1 1 30 V 2458494.59689922 99443.36349407128
36_3 68.29033838731303 18.029647730473517 1 0 1 1 30 V 2458494.59689922 186430.19171064615
36_7 68.32076664997001 18.011983413598674 1 0 1 1 30 V 2458494.59689922 81375.5352463982
36_9 68.3308009219149 18.180436891034276 1 0 1 1 30 V 2458494.59689922 110067.65941201535
36_11 68.34525538143282 18.008387452330666 1 0 1 1 30 V 2458494.59689922 133140.7695990794
36_13 68.37925106028945 17.94128261435324 1 0 1 1 30 V 2458494.59689922 56251.64304583028
36_14 68.39537957280639 17.94133685721738 1 0 1 1 30 V 2458494.59689922 90046.98961393572
36_18 68.47578059914386 18.033331991334688 1 0 1 1 30 V 2458494.59689922 163566.62104210875
36_21 68.58785349735163 18.313299252348546 1 0 1 1 30 V 2458494.59689922 178585.56281688085
36_27 68.66611933183977 18.092703554415785 1 0 1 1 30 V 2458494.59689922 171248.06100392356
37_6 68.2904403410923 18.029559031246354 1 0 1 1 30 I 2458494.60040152 166802.96020486864
37_7 68.29572799369623 18.023748480997295 1 0 1 1 30 I 2458494.60040152 165303.46753456251
37_10 68.30021615818696 18.264865421962416 1 0 1 1 30 I 2458494.60040152 598527.6617256878
37_12 68.30513770030488 17.999290561907095 1 0 1 1 30 I 2458494.60040152 311617.7545742191
37_17 68.32987306662194 18.188613255759847 1 0 1 1 30 I 2458494.60040152 520046.16613908747
37_18 68.32938235555784 18.096533643215214 1 0 1 1 30 I 2458494.60040152 422656.7180105235
37_19 68.33088290024807 18.18035096361075 1 0 1 1 30 I 2458494.60040152 150624.09825082673
37_22 68.35456787386173 17.92775840692302 1 0 1 1 30 I 2458494.60040152 210032.59810828243
37_26 68.38696140950624 18.00032962857615 1 0 1 1 30 I 2458494.60040152 169028.57619264777
37_27 68.39547675199591 17.941244980125234 1 0 1 1 30 I 2458494.60040152 142401.16566532868
37_28 68.39837136179256 17.972545763257102 1 0 1 1 30 I 2458494.60040152 243290.6496333311
37_34 68.47027999439045 18.054702768364862 1 0 1 1 30 I 2458494.60040152 150431.60023268493
37_38 68.55348876151082 18.3315351119145 1 0 1 1 30 I 2458494.60040152 319655.50016935257
37_40 68.57911412788329 17.96305683892374 1 0 1 1 30 I 2458494.60040152 375654.11027655494
37_41 68.58791720016515 18.31319600562437 1 0 1 1 30 I 2458494.60040152 312476.76997685997
37_44 68.61176318596254 18.26130560525106 1 0 1 1 30 I 2458494.60040152 166706.42121821595
37_45 68.61219911348196 18.265006850618075 1 0 1 1 30 I 2458494.60040152 165209.4870357765
37_46 68.61114474912756 18.017725028191634 1 0 1 1 30 I 2458494.60040152 156246.99965315234
37_51 68.63081815231719 18.217033393343144 1 0 1 1 30 I 2458494.60040152 128893.42324267182
37_53 68.66617394489577 18.092586328736274 1 0 1 1 30 I 2458494.60040152 138608.21953898208
37_55 68.67894607647342 18.302037461025744 1 0 1 1 30 I 2458494.60040152 612786.3054575175
37_57 68.68011615519718 18.21297904861876 1 0 1 1 30 I 2458494.60040152 461505.97331902967
38_1 68.25444830283182 18.330555250159982 1 0 1 1 30 R 2458494.59868628 199445.4669986221
38_2 68.25542785812952 18.330004848886265 1 0 1 1 30 R 2458494.59868628 200846.74907214992
38_4 68.2668949261447 18.112387938415605 1 0 1 1 30 R 2458494.59868628 145400.72381516045
38_5 68.28015000068947 17.99429697530571 1 0 1 1 30 R 2458494.59868628 172577.2175288296
38_7 68.29043289564638 18.02954903557377 1 0 1 1 30 R 2458494.59868628 308315.4460661328
38_9 68.29571539767305 18.023735186703426 1 0 1 1 30 R 2458494.59868628 303148.1553427292
38_11 68.29855866432418 18.22653318612701 1 0 1 1 30 R 2458494.59868628 127157.87280324157
38_14 68.30046945597046 18.23212647040218 1 0 1 1 30 R 2458494.59868628 128025.83487650848
38_16 68.30511828981255 17.999272046388757 1 0 1 1 30 R 2458494.59868628 500128.89299013844
38_20 68.32930311363424 18.28698637901542 1 0 1 1 30 R 2458494.59868628 136999.51208491158
38_21 68.32990430033429 18.18858321036444 1 0 1 1 30 R 2458494.59868628 739745.7859292948
38_22 68.32941862053146 18.09652595503827 1 0 1 1 30 R 2458494.59868628 777624.9892483589
38_23 68.33092414896608 18.180328336458032 1 0 1 1 30 R 2458494.59868628 231666.83871801657
38_24 68.34428274160717 18.021514072617624 1 0 1 1 30 R 2458494.59868628 197040.9920930128
38_25 68.34535227477781 18.008277388358987 1 0 1 1 30 R 2458494.59868628 219401.49275672308
38_26 68.35455023134027 17.927748890315232 1 0 1 1 30 R 2458494.59868628 353597.70157666825
38_31 68.38695130866256 18.00028117682086 1 0 1 1 30 R 2458494.59868628 238910.34429416753
38_32 68.3954606053415 17.941208530140006 1 0 1 1 30 R 2458494.59868628 200824.44284891698
38_33 68.39835091414457 17.972501588290804 1 0 1 1 30 R 2458494.59868628 404591.5776246475
38_35 68.41720468599499 18.073580054611075 1 0 1 1 30 R 2458494.59868628 159346.87219987996
38_39 68.47586684677906 18.03317227878703 1 0 1 1 30 R 2458494.59868628 300129.0803375948
38_40 68.4887994210827 18.187012545115365 1 0 1 1 30 R 2458494.59868628 139807.25198105618
38_42 68.55353668502576 18.331439582334166 1 0 1 1 30 R 2458494.59868628 523669.5033808642
38_44 68.5790935656219 17.962958491099258 1 0 1 1 30 R 2458494.59868628 525283.8386081825
38_45 68.58796066421914 18.31310345187833 1 0 1 1 30 R 2458494.59868628 417889.0246596212
38_48 68.61180940340016 18.261198079260474 1 0 1 1 30 R 2458494.59868628 266596.98663029645
38_49 68.61224497556259 18.26489278135785 1 0 1 1 30 R 2458494.59868628 265195.70455676864
38_50 68.61113787545614 18.01762387388517 1 0 1 1 30 R 2458494.59868628 234201.29572383157
38_56 68.63085493953592 18.216919675364935 1 0 1 1 30 R 2458494.59868628 188523.3874589649
38_58 68.66616724859253 18.092473766295047 1 0 1 1 30 R 2458494.59868628 259785.86238941032
38_61 68.67628379132941 18.065367292249096 1 0 1 1 30 R 2458494.59868628 183450.01236320654
38_62 68.68015893937111 18.21285306405284 1 0 1 1 30 R 2458494.59868628 790721.7671050751
